/* DATA DESCRIPTION:
	Sweden_Lake127 * LATITUDE: 65.492500 * LONGITUDE: 19.717878 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake128 * LATITUDE: 65.840973 * LONGITUDE: 21.689293 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake129 * LATITUDE: 64.850510 * LONGITUDE: 20.352316 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake13 * LATITUDE: 64.997078 * LONGITUDE: 18.088860 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake130 * LATITUDE: 64.500908 * LONGITUDE: 20.734049 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake131 * LATITUDE: 64.451942 * LONGITUDE: 20.143642 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake132 * LATITUDE: 63.674019 * LONGITUDE: 19.436466 * DATE/TIME: 2010-10-20T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake133 * LATITUDE: 62.234676 * LONGITUDE: 12.764911 * DATE/TIME: 2010-10-15T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake134 * LATITUDE: 58.682884 * LONGITUDE: 16.133608 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake135 * LATITUDE: 58.793713 * LONGITUDE: 15.855676 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake136 * LATITUDE: 57.891773 * LONGITUDE: 14.703700 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake137 * LATITUDE: 57.190441 * LONGITUDE: 15.204674 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake138 * LATITUDE: 57.091042 * LONGITUDE: 14.845688 * DATE/TIME: 2010-11-08T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake139 * LATITUDE: 57.492706 * LONGITUDE: 13.356725 * DATE/TIME: 2010-11-08T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake14 * LATITUDE: 65.011620 * LONGITUDE: 18.648405 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake140 * LATITUDE: 58.401100 * LONGITUDE: 13.808955 * DATE/TIME: 2010-11-08T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake141 * LATITUDE: 58.997127 * LONGITUDE: 11.694283 * DATE/TIME: 2010-11-16T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake142 * LATITUDE: 57.933159 * LONGITUDE: 11.998656 * DATE/TIME: 2010-11-17T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake143 * LATITUDE: 57.405064 * LONGITUDE: 12.184385 * DATE/TIME: 2010-11-17T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake144 * LATITUDE: 57.536369 * LONGITUDE: 12.222487 * DATE/TIME: 2010-11-17T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake145 * LATITUDE: 56.206192 * LONGITUDE: 14.539996 * DATE/TIME: 2010-11-23T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake146 * LATITUDE: 56.314819 * LONGITUDE: 15.112667 * DATE/TIME: 2010-11-23T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake147 * LATITUDE: 56.367291 * LONGITUDE: 15.302818 * DATE/TIME: 2010-11-23T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake148 * LATITUDE: 56.152580 * LONGITUDE: 15.855457 * DATE/TIME: 2010-11-23T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake149 * LATITUDE: 57.310417 * LONGITUDE: 15.549186 * DATE/TIME: 2010-11-25T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake15 * LATITUDE: 65.724197 * LONGITUDE: 20.577488 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake150 * LATITUDE: 56.640827 * LONGITUDE: 13.063482 * DATE/TIME: 2010-11-18T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake16 * LATITUDE: 65.996834 * LONGITUDE: 23.469725 * DATE/TIME: 2010-10-12T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake17 * LATITUDE: 65.910469 * LONGITUDE: 22.410185 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake18 * LATITUDE: 65.601334 * LONGITUDE: 22.004877 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake19 * LATITUDE: 64.577629 * LONGITUDE: 20.946053 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake2 * LATITUDE: 67.407844 * LONGITUDE: 23.592840 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake22 * LATITUDE: 60.170280 * LONGITUDE: 16.434170 * DATE/TIME: 2010-10-26T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake23 * LATITUDE: 60.061161 * LONGITUDE: 17.578787 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake24 * LATITUDE: 59.570671 * LONGITUDE: 17.908108 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake25 * LATITUDE: 60.081528 * LONGITUDE: 18.455120 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake26 * LATITUDE: 59.838654 * LONGITUDE: 18.772703 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake27 * LATITUDE: 59.587673 * LONGITUDE: 18.640209 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake28 * LATITUDE: 59.362312 * LONGITUDE: 18.657101 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake29 * LATITUDE: 58.887741 * LONGITUDE: 17.140579 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake3 * LATITUDE: 67.427078 * LONGITUDE: 23.183786 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake30 * LATITUDE: 59.077747 * LONGITUDE: 16.315577 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake33 * LATITUDE: 58.671104 * LONGITUDE: 15.549070 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake36 * LATITUDE: 58.724522 * LONGITUDE: 14.679725 * DATE/TIME: 2010-11-03T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake38 * LATITUDE: 58.372402 * LONGITUDE: 15.831332 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake39 * LATITUDE: 58.146912 * LONGITUDE: 15.040548 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake4 * LATITUDE: 67.643127 * LONGITUDE: 21.117374 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake40 * LATITUDE: 58.267952 * LONGITUDE: 15.251266 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake41 * LATITUDE: 57.722290 * LONGITUDE: 15.285993 * DATE/TIME: 2010-11-04T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake42 * LATITUDE: 59.395432 * LONGITUDE: 13.815705 * DATE/TIME: 2010-11-16T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake43 * LATITUDE: 59.317917 * LONGITUDE: 11.901867 * DATE/TIME: 2010-11-16T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake44 * LATITUDE: 57.958843 * LONGITUDE: 12.723353 * DATE/TIME: 2010-11-17T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake45 * LATITUDE: 56.844669 * LONGITUDE: 12.634597 * DATE/TIME: 2010-11-17T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake46 * LATITUDE: 56.726307 * LONGITUDE: 14.000583 * DATE/TIME: 2010-11-18T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake47 * LATITUDE: 55.708744 * LONGITUDE: 13.472762 * DATE/TIME: 2010-11-18T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake49 * LATITUDE: 55.591450 * LONGITUDE: 14.182185 * DATE/TIME: 2010-11-18T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake5 * LATITUDE: 67.617516 * LONGITUDE: 22.876152 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake50 * LATITUDE: 56.071346 * LONGITUDE: 14.461078 * DATE/TIME: 2010-11-23T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake55 * LATITUDE: 57.890915 * LONGITUDE: 19.012819 * DATE/TIME: 2010-10-18T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake6 * LATITUDE: 68.829025 * LONGITUDE: 21.154059 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake70 * LATITUDE: 66.354645 * LONGITUDE: 19.904283 * DATE/TIME: 2010-09-26T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake71 * LATITUDE: 67.194221 * LONGITUDE: 20.618818 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake72 * LATITUDE: 67.486740 * LONGITUDE: 19.474936 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake73 * LATITUDE: 67.973915 * LONGITUDE: 22.275301 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake74 * LATITUDE: 68.261452 * LONGITUDE: 22.313665 * DATE/TIME: 2010-09-28T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake75 * LATITUDE: 66.203239 * LONGITUDE: 18.337421 * DATE/TIME: 2010-10-11T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake76 * LATITUDE: 66.071297 * LONGITUDE: 19.374138 * DATE/TIME: 2010-10-11T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake77 * LATITUDE: 65.999031 * LONGITUDE: 18.177441 * DATE/TIME: 2010-10-11T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake78 * LATITUDE: 64.721268 * LONGITUDE: 14.906802 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake79 * LATITUDE: 64.608788 * LONGITUDE: 18.005238 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake80 * LATITUDE: 64.286293 * LONGITUDE: 16.562134 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake81 * LATITUDE: 64.090118 * LONGITUDE: 15.002683 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake82 * LATITUDE: 64.043716 * LONGITUDE: 12.976328 * DATE/TIME: 2010-10-15T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake83 * LATITUDE: 63.339970 * LONGITUDE: 13.312462 * DATE/TIME: 2010-10-15T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake84 * LATITUDE: 64.036911 * LONGITUDE: 17.632551 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake85 * LATITUDE: 65.647682 * LONGITUDE: 20.095562 * DATE/TIME: 2010-10-13T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake86 * LATITUDE: 64.206596 * LONGITUDE: 20.009451 * DATE/TIME: 2010-10-19T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake87 * LATITUDE: 64.079422 * LONGITUDE: 19.969914 * DATE/TIME: 2010-10-20T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake88 * LATITUDE: 63.922207 * LONGITUDE: 20.009619 * DATE/TIME: 2010-10-20T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake89 * LATITUDE: 63.868279 * LONGITUDE: 18.211117 * DATE/TIME: 2010-10-20T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake90 * LATITUDE: 63.446236 * LONGITUDE: 17.718107 * DATE/TIME: 2010-10-21T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake91 * LATITUDE: 63.364078 * LONGITUDE: 17.660271 * DATE/TIME: 2010-10-21T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake92 * LATITUDE: 59.015869 * LONGITUDE: 17.304136 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake93 * LATITUDE: 59.211342 * LONGITUDE: 17.056366 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake94 * LATITUDE: 59.236862 * LONGITUDE: 16.872103 * DATE/TIME: 2010-11-01T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake95 * LATITUDE: 58.934280 * LONGITUDE: 16.382406 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake97 * LATITUDE: 58.694973 * LONGITUDE: 16.837570 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake98 * LATITUDE: 58.776745 * LONGITUDE: 16.266390 * DATE/TIME: 2010-11-02T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
	Sweden_Lake99 * LATITUDE: 58.885372 * LONGITUDE: 14.760863 * DATE/TIME: 2010-11-03T00:00:00 * LOCATION: Sweden * DEVICE: Sampling lake (LAKE)
Parameter(s):	Event label (Event)
	Date/Time of event (Date/Time)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Identification (ID) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: lake no.
	DEPTH, water [m] (Depth water) * GEOCODE
	Latitude 2 (Lat 2) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: swedish RT90
	Longitude 2 (Long 2) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: swedish RT90
	Carbon, organic, dissolved [mg/l] (DOC) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com)
	Nitrogen, organic, dissolved [µg/l] (DON) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com)
	Fluorescence index (FI) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Calculated
	Biological index (BIX) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Calculated * COMMENT: fluorescence based
	Humification index (HIX) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Calculated * COMMENT: fluorescence based
	Specific ultraviolet absorbance per mass Carbon [l/mg/m] (SUVA) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com)
	Absorption [arbitrary units] (Absorp) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: 1/cm; at 254 nm
	Slope (Slope) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: Spectral slope from 250-600 nm
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C1, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C2, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C3, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C4, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C5, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C6, in Raman units
	Fluorescence intensity (Fluorescence) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * COMMENT: total, in Raman units
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C1, normalized to total fluorescence intensity
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C2, normalized to total fluorescence intensity
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C3, normalized to total fluorescence intensity
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C4, normalized to total fluorescence intensity
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C5, normalized to total fluorescence intensity
	Intensity (Intensity) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Parallel factor analysis (PARAFAC) (URI: http://doi.org/10.1016/S0169-7439(97)00032-4) * COMMENT: C6, normalized to total fluorescence intensity
	Hydrogen/Carbon ratio (H/C) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average
	Oxygen/Carbon ratio (O/C) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average
	Aromaticity index (AI) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: molecular modified
	Aromaticity index (AI) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: atomic
	Carbon, nominal oxidation state (NOSC) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average
	Nitrogen/Carbon ratio (N/C) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: atomic
	Sulphur, number of atoms [#] (S atoms) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: number of S atoms per formula weighted to the peak intensity for the entire sample
	Nitrogen, number of atoms [#] (N atoms) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: number of N atoms per formula weighted to the peak intensity for the entire sample
	Mass-to-charge ratio (m/z) * PI: Kellerman, Anne M (eMail: amkellerman@gmail.com) * METHOD: Weighted average * COMMENT: peak intensity weighted average
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	3724 data points
*/
