/* DATA DESCRIPTION:
Citation:	Gonçalves-Araujo, R et al. (2015): Dissolved organic matter in the Lena River Delta Region, Siberia, Russia. doi:10.1594/PANGAEA.844928, 
	Supplement to: Gonçalves-Araujo, Rafael; Stedmon, Colin A; Heim, Birgit; Dubinenkov, Ivan; Kraberg, Alexandra C; Moiseev, Denis; Bracher, Astrid (2015): From fresh to marine waters: characterization and fate of dissolved organic matter in the Lena River delta region, Siberia. Frontiers in Marine Science, 2(108), 13 pp, doi:10.3389/fmars.2015.00108
Abstract:	Connectivity between the terrestrial and marine environment in the Artic is changing as a result of climate change, influencing both freshwater budgets and the supply of carbon to the sea. This study characterizes the optical properties of dissolved organic matter (DOM) within the Lena Delta region and evaluates the behavior of DOM across the fresh water-marine gradient. Six fluorescent components (four humic-like; one marine humic-like; one protein-like) were identified by Parallel Factor Analysis (PARAFAC) with a clear dominance of allochthonous humic-like signals. Colored DOM (CDOM) and dissolved organic carbon (DOC) were highly correlated and had their distribution coupled with hydrographical conditions. Higher DOM concentration and degree of humification were associated with the low salinity waters of the Lena River. Values decreased towards the higher salinity Laptev Sea shelf waters. Results demonstrate different responses of DOM mixing in relation to the vertical structure of the water column, as reflecting the hydrographical dynamics in the region. Two mixing curves for DOM were apparent. In surface waters above the pycnocline there was a sharper decrease in DOM concentration in relation to salinity indicating removal. In the bottom water layer the DOM decrease within salinity was less. We propose there is a removal of DOM occurring primarily at the surface layer, which is likely driven by photodegradation and flocculation.
Coverage:	MEDIAN LATITUDE: 72.903263 * MEDIAN LONGITUDE: 129.893444 * SOUTH-BOUND LATITUDE: 71.739800 * WEST-BOUND LONGITUDE: 127.316470 * NORTH-BOUND LATITUDE: 74.060640 * EAST-BOUND LONGITUDE: 132.466220
	DATE/TIME START: 2013-09-01T11:20:00 * DATE/TIME END: 2013-09-06T19:20:00
	MINIMUM DEPTH, water: 0.0 m * MAXIMUM DEPTH, water: 28.0 m
Event(s):	T1-1301 * LATITUDE: 71.739800 * LONGITUDE: 129.722200 * DATE/TIME: 2013-09-01T15:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1302 * LATITUDE: 71.741470 * LONGITUDE: 129.837060 * DATE/TIME: 2013-09-01T18:00:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1303 * LATITUDE: 71.777220 * LONGITUDE: 130.088000 * DATE/TIME: 2013-09-01T11:20:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1304 * LATITUDE: 71.902000 * LONGITUDE: 130.690000 * DATE/TIME: 2013-09-02T00:15:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1305 * LATITUDE: 72.067060 * LONGITUDE: 131.590890 * DATE/TIME: 2013-09-02T08:40:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1306 * LATITUDE: 72.248640 * LONGITUDE: 132.300330 * DATE/TIME: 2013-09-02T12:40:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-1307 * LATITUDE: 72.354190 * LONGITUDE: 132.466220 * DATE/TIME: 2013-09-02T15:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T1-3X-1 * LATITUDE: 73.641860 * LONGITUDE: 128.032860 * DATE/TIME: 2013-09-04T10:00:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T4-1301 * LATITUDE: 73.070640 * LONGITUDE: 131.932080 * DATE/TIME: 2013-09-06T07:00:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T4-1303 * LATITUDE: 73.032440 * LONGITUDE: 130.478440 * DATE/TIME: 2013-09-06T12:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T4-1304 * LATITUDE: 73.018060 * LONGITUDE: 129.894720 * DATE/TIME: 2013-09-06T16:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T4-1305 * LATITUDE: 72.954330 * LONGITUDE: 130.016970 * DATE/TIME: 2013-09-06T19:20:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T5-1301 * LATITUDE: 73.856640 * LONGITUDE: 130.694640 * DATE/TIME: 2013-09-05T07:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T5-1303 * LATITUDE: 73.669170 * LONGITUDE: 129.483000 * DATE/TIME: 2013-09-05T12:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T5-1304 * LATITUDE: 73.502580 * LONGITUDE: 128.693330 * DATE/TIME: 2013-09-05T17:00:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T6-1301 * LATITUDE: 74.060640 * LONGITUDE: 127.316470 * DATE/TIME: 2013-09-03T08:50:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T6-1302 * LATITUDE: 73.875890 * LONGITUDE: 127.419110 * DATE/TIME: 2013-09-03T12:10:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
	T6-1303 * LATITUDE: 73.746110 * LONGITUDE: 127.425670 * DATE/TIME: 2013-09-03T14:30:00 * CAMPAIGN: Lena2013 * BASIS: Sampling on land * DEVICE: CTD/Rosette (CTD-RO)
Parameter(s):	Event label (Event)
	Date/Time of event (Date/Time)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Salinity (Sal) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: total
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 1
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 2
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 3
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 4
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 5
	Fluorescence, intensity, maximum, DOM [1/nm] (Fmax) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: Component 6
	Absorption coefficient, 350 nm [1/m] (ac350) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Absorption coefficient, 443 nm [1/m] (ac443) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Spectral slope of colored dissolved organic matter absorption [1/µm] (SCDOM) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Ratio (Ratio) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: S ratio
	Specific ultraviolet absorbance normalized to DOC [m**2/g] (SUVA norm DOC) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Humification index (HIX) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Biological index (BIX) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de)
	Fluorescence index (FI) * PI: Gonçalves-Araujo, Rafael (eMail: rafael.goncalves.araujo@awi.de) * COMMENT: f450/f500
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	1851 data points
*/
Event	Date/Time	Latitude	Longitude	Depth water [m]	Temp [°C]	Sal	Fmax [1/nm] (total)	Fmax [1/nm] (Component 1)	Fmax [1/nm] (Component 2)	Fmax [1/nm] (Component 3)	Fmax [1/nm] (Component 4)	Fmax [1/nm] (Component 5)	Fmax [1/nm] (Component 6)	ac350 [1/m]	ac443 [1/m]	SCDOM [1/µm]	Ratio	SUVA norm DOC [m**2/g]	HIX	BIX	FI
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	0.0	6.11	13.21	3.434	1.644	0.770	0.395	0.266	0.199	0.160	11.25	2.11	15.9885	0.897	4.15	12.07	0.53	1.198
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	0.5	6.11	14.22															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	1.0	5.92	17.21															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	1.5	3.75	22.95															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	2.0	2.58	24.64															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	2.5	2.47	24.80															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	3.0	1.78	25.95															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	3.5	0.91	26.76															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	4.0	0.89	26.75															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	4.5	0.88	26.76															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	5.0	0.88	26.77															
T1-3X-1	2013-09-04T10:00	73.64186	128.03286	5.5	0.89	26.77	1.207	0.548	0.219	0.169	0.087	0.125	0.058	3.27	0.55	17.8452	0.890	2.29	7.30	0.62	1.217
T1-1301	2013-09-01T15:30	71.73980	129.72220	0.0	9.80	0.90	4.295	2.076	1.113	0.469	0.358	0.110	0.170	15.72	2.97	15.5392	0.869	3.29	14.86	0.52	1.165
T1-1301	2013-09-01T15:30	71.73980	129.72220	4.0	10.10	0.80															
T1-1302	2013-09-01T18:00	71.74147	129.83706	0.0	10.00	1.00	3.804	1.798	0.963	0.424	0.329	0.130	0.159	14.46	2.62	16.1418	0.874	3.06	14.23	0.52	1.156
T1-1302	2013-09-01T18:00	71.74147	129.83706	6.0	10.30	2.00	4.174	2.047	1.059	0.436	0.344	0.117	0.171	15.12	2.75	15.8161	0.868	3.40	13.93	0.50	1.168
T1-1303	2013-09-01T11:20	71.77722	130.08800	0.0	6.63	5.07	2.776	1.341	0.604	0.337	0.202	0.136	0.156	10.94	2.03	16.4149	0.890	3.16	10.79	0.55	1.162
T1-1303	2013-09-01T11:20	71.77722	130.08800	0.5	6.63	5.07															
T1-1303	2013-09-01T11:20	71.77722	130.08800	1.0	6.10	5.09															
T1-1303	2013-09-01T11:20	71.77722	130.08800	1.5	5.74	5.09															
T1-1303	2013-09-01T11:20	71.77722	130.08800	2.0	5.65	5.09															
T1-1303	2013-09-01T11:20	71.77722	130.08800	2.5	5.65	5.10															
T1-1303	2013-09-01T11:20	71.77722	130.08800	3.0	5.65	5.10															
T1-1303	2013-09-01T11:20	71.77722	130.08800	3.5	5.65	5.10															
T1-1303	2013-09-01T11:20	71.77722	130.08800	4.0	5.64	5.11															
T1-1303	2013-09-01T11:20	71.77722	130.08800	4.5	5.64	5.11															
T1-1303	2013-09-01T11:20	71.77722	130.08800	5.0	5.64	5.11	2.660	1.294	0.551	0.314	0.186	0.160	0.154	10.24	1.95	16.2186	0.898	3.06	10.36	0.53	1.199
T1-1303	2013-09-01T11:20	71.77722	130.08800	5.5	5.63	5.11															
T1-1303	2013-09-01T11:20	71.77722	130.08800	6.0	5.63	5.13															
T1-1303	2013-09-01T11:20	71.77722	130.08800	6.5	5.61	5.14															
T1-1303	2013-09-01T11:20	71.77722	130.08800	7.0	5.60	5.16															
T1-1303	2013-09-01T11:20	71.77722	130.08800	7.5	5.59	5.18															
T1-1303	2013-09-01T11:20	71.77722	130.08800	8.0	5.58	5.19															
T1-1303	2013-09-01T11:20	71.77722	130.08800	8.5	5.57	5.21															
T1-1303	2013-09-01T11:20	71.77722	130.08800	9.0	5.54	5.32															
T1-1303	2013-09-01T11:20	71.77722	130.08800	9.5	5.45	9.05															
T1-1303	2013-09-01T11:20	71.77722	130.08800	10.0	2.83	16.05															
T1-1303	2013-09-01T11:20	71.77722	130.08800	10.5	1.68	17.37	2.243	1.058	0.434	0.287	0.155	0.182	0.126	6.91	1.22	17.0865	0.914	2.79	9.37	0.58	1.199
T1-1304	2013-09-02T00:15	71.90200	130.69000	0.0	6.80	6.27	2.184	1.057	0.430	0.271	0.148	0.143	0.134	7.90	1.47	16.5215	0.914	3.16	9.23	0.56	1.184
T1-1304	2013-09-02T00:15	71.90200	130.69000	0.5	6.80	6.27															
T1-1304	2013-09-02T00:15	71.90200	130.69000	1.0	4.84	6.94															
T1-1304	2013-09-02T00:15	71.90200	130.69000	1.5	4.70	7.36															
T1-1304	2013-09-02T00:15	71.90200	130.69000	2.0	4.72	7.27															
T1-1304	2013-09-02T00:15	71.90200	130.69000	2.5	4.71	7.26															
T1-1304	2013-09-02T00:15	71.90200	130.69000	3.0	4.51	7.87															
T1-1304	2013-09-02T00:15	71.90200	130.69000	3.5	4.46	8.63															
T1-1304	2013-09-02T00:15	71.90200	130.69000	4.0	4.14	9.73	1.731	0.825	0.299	0.232	0.107	0.140	0.128	5.63	0.97	17.8856	0.905	2.79	8.07	0.61	1.208
T1-1304	2013-09-02T00:15	71.90200	130.69000	4.5	4.13	9.74															
T1-1304	2013-09-02T00:15	71.90200	130.69000	5.0	4.12	9.75															
T1-1304	2013-09-02T00:15	71.90200	130.69000	5.5	4.01	10.36															
T1-1304	2013-09-02T00:15	71.90200	130.69000	6.0	3.54	11.50															
T1-1304	2013-09-02T00:15	71.90200	130.69000	6.5	3.19	12.12															
T1-1304	2013-09-02T00:15	71.90200	130.69000	7.0	2.22	13.61															
T1-1304	2013-09-02T00:15	71.90200	130.69000	7.5	1.47	14.33															
T1-1304	2013-09-02T00:15	71.90200	130.69000	8.0	1.03	14.85															
T1-1304	2013-09-02T00:15	71.90200	130.69000	8.5	-0.28	15.65															
T1-1304	2013-09-02T00:15	71.90200	130.69000	9.0	-0.48	17.36	1.883	0.882	0.318	0.265	0.118	0.160	0.141	5.43	0.99	17.7071	0.977	2.63	7.80	0.63	1.205
T1-1304	2013-09-02T00:15	71.90200	130.69000	9.5	-0.55	17.88															
T1-1304	2013-09-02T00:15	71.90200	130.69000	10.0	-0.59	18.72															
T1-1304	2013-09-02T00:15	71.90200	130.69000	10.5	-0.62	19.77															
T1-1304	2013-09-02T00:15	71.90200	130.69000	11.0	-0.61	21.88															
T1-1304	2013-09-02T00:15	71.90200	130.69000	11.5	-0.63	26.15															
T1-1304	2013-09-02T00:15	71.90200	130.69000	12.0	-0.66	26.47															
T1-1304	2013-09-02T00:15	71.90200	130.69000	12.5	-0.67	26.50															
T1-1304	2013-09-02T00:15	71.90200	130.69000	13.0	-0.67	26.51															
T1-1304	2013-09-02T00:15	71.90200	130.69000	13.5	-0.67	26.50															
T1-1304	2013-09-02T00:15	71.90200	130.69000	14.0	-0.67	26.50															
T1-1304	2013-09-02T00:15	71.90200	130.69000	14.5	-0.67	26.52															
T1-1304	2013-09-02T00:15	71.90200	130.69000	15.0	-0.67	26.50															
T1-1304	2013-09-02T00:15	71.90200	130.69000	15.5	-0.67	26.50	1.178	0.531	0.189	0.176	0.080	0.114	0.089	2.62	0.39	19.4333	0.860	2.28	6.52	0.67	1.222
T1-1305	2013-09-02T08:40	72.06706	131.59089	0.0	5.13	7.33	2.442	1.183	0.479	0.297	0.166	0.146	0.171	9.12	1.77	16.2261	0.915	3.11	8.97	0.56	1.173
T1-1305	2013-09-02T08:40	72.06706	131.59089	0.5	5.13	7.43															
T1-1305	2013-09-02T08:40	72.06706	131.59089	1.0	4.83	7.59															
T1-1305	2013-09-02T08:40	72.06706	131.59089	1.5	4.58	7.57															
T1-1305	2013-09-02T08:40	72.06706	131.59089	2.0	4.54	7.58															
T1-1305	2013-09-02T08:40	72.06706	131.59089	2.5	4.54	7.58															
T1-1305	2013-09-02T08:40	72.06706	131.59089	3.0	4.44	8.25															
T1-1305	2013-09-02T08:40	72.06706	131.59089	3.5	4.40	8.36															
T1-1305	2013-09-02T08:40	72.06706	131.59089	4.0	4.20	9.17															
T1-1305	2013-09-02T08:40	72.06706	131.59089	4.5	4.23	9.58															
T1-1305	2013-09-02T08:40	72.06706	131.59089	5.0	3.80	10.68	1.669	0.774	0.258	0.245	0.095	0.150	0.147	5.16	0.95	17.7059	0.993	2.94	6.85	0.63	1.179
T1-1305	2013-09-02T08:40	72.06706	131.59089	5.5	3.59	12.90															
T1-1305	2013-09-02T08:40	72.06706	131.59089	6.0	2.73	15.59															
T1-1305	2013-09-02T08:40	72.06706	131.59089	6.5	2.20	16.20															
T1-1305	2013-09-02T08:40	72.06706	131.59089	7.0	1.89	16.52															
T1-1305	2013-09-02T08:40	72.06706	131.59089	7.5	1.66	16.66															
T1-1305	2013-09-02T08:40	72.06706	131.59089	8.0	1.53	16.85															
T1-1305	2013-09-02T08:40	72.06706	131.59089	8.5	1.34	17.12															
T1-1305	2013-09-02T08:40	72.06706	131.59089	9.0	1.06	17.37															
T1-1305	2013-09-02T08:40	72.06706	131.59089	9.5	0.69	17.70															
T1-1305	2013-09-02T08:40	72.06706	131.59089	10.0	0.21	18.07	1.657	0.775	0.278	0.237	0.102	0.160	0.104	4.91	0.82	17.7448	0.923	3.10	8.35	0.63	1.186
