PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Ke, RH; Wang, ZJ; Huang, SB; Khan, SU				Ke, Runhui; Wang, Zijian; Huang, Shengbiao; Khan, Shahamat U.			Accurate quantification of freely dissolved organochlorine pesticides in water in the presence of dissolved organic matter using triolein-embedded cellulose acetate membrane	ANALYTICAL AND BIOANALYTICAL CHEMISTRY												A novel method is described using triolein-embedded cellulose acetate membrane (TECAM) for accurate determination of the freely dissolved fraction of organochlorine pesticides (OCPs) in waters rich in dissolved organic matter (DOM). The performance of the method was tested with an air-bridge system for extracting OCPs from aqueous solutions with and without humic acid. In addition, the partition coefficients between humic acid and water (K (doc)s) for 20 OCPs were determined by TECAM with negligible depletion extraction. Results show that TECAM predominantly extracts the freely dissolved compounds and its extraction efficiency decreases significantly with an increase in concentration of humic acid in water. The proposed methodology is suitable for facile laboratory K (doc) measurement for moderate to high hydrophobic compounds (log K (ow) > 4). The linear relationship between log K-ow and log K-doc obtained in this study agrees well with the results reported earlier. The kinetic uptake rate constants (k (u)s) and TECAM-water partition coefficients (K(TECAM)s) for the 20 OCPs were obtained using the controlled laboratory continuous-flow and static exposure system, respectively. These calibration parameters were used in the field experiment to estimate the freely dissolved concentrations of OCPs in the water of Taihu Lake in China. Our results show that TECAM can be used successfully to determine the freely dissolved OCPs in aquatic environments containing DOM, and the method is particularly suited for long-term water sampling.				Wang, Zijian/A-1538-2009	Wang, Zijian/0000-0002-9847-9691												1618-2642					APR	2007	387	8					2871	2879		10.1007/s00216-007-1174-6						WOS:000245123600032	17318513	
J	Amery, F; Degryse, F; Degeling, W; Smolders, E; Merckx, R				Amery, Fien; Degryse, Fien; Degeling, Wim; Smolders, Erik; Merckx, Roel			The copper-mobilizing-potential of dissolved organic matter in soils varies 10-fold depending on soil incubation and extraction procedures	ENVIRONMENTAL SCIENCE & TECHNOLOGY												Copper is mobilized in soil by dissolved organic matter (DOM) but the role of DOM quality in this process is unclear. A one-step resin-exchange method was developed to measure the Cu-Mobilizing-Potential (CuMP) of DOM at pCu 11.3 and pH 7.0, representing background values. The CuMP of DOM was measured in soil solutions of 13 uncontaminated soils with different DOM extraction methods. The CuMP, expressed per unit dissolved organic carbon (DOC), varied 10-fold and followed the order water extracts > 0.01 M CaCl2 extracts > pore water. Soil solutions, obtained from soils that were stored air-dry for a long time or were subjected to drying-wetting cycles, had elevated DOC concentration, but the DOM had a low CuMP. Prolonged soil incubations decreased the DOC concentration and increased the CuMP, suggesting that most of the initially elevated DOM is less humified and has lower Cu affinity than DOM remaining after incubation. A significant positive correlation between the specific UV-absorption of DOM (indicating aromaticity) and CuMP was found for all DOM samples (R-2 = 0.58). It is concluded that the DOC concentration in soil is an insufficient predictor for the Cu mobilization and that DOM samples isolated from air-dried soils are distinct from those of soils kept moist.				Degryse, Fien/E-1231-2012	Degryse, Fien/0000-0002-4875-2944												0013-936X					APR 1	2007	41	7					2277	2281		10.1021/es062166r						WOS:000245258900038	17438775	
J	Miller, CL; Mason, RP; Gilmour, CC; Heyes, A				Miller, Carrie L.; Mason, Robert P.; Gilmour, Cynthia C.; Heyes, Andrew			Influence of dissolved organic matter on the complexation of mercury under sulfidic conditions	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY												The complexation of Hg under sulfidic conditions influences its bioavailability for microbial methylation. Neutral dissolved Hg-sulfide complexes are readily available to Hg-methylating bacteria in culture, and thermodynamic models predict that inorganic Hg-sulfide complexes dominate dissolved Hg speciation under natural sulfidic conditions. However, these models have not been validated in the field. To examine the complexation of Hg in natural sulfidic waters, octanol/water partitioning methods were modified for use under environmentally relevant conditions, and a centrifuge ultrafiltration technique was developed. These techniques demonstrated much lower concentrations of dissolved Hg-sulfide complexes than predicted. Furthermore, the study revealed an interaction between Hg, dissolved organic matter (DOM), and sulfide that is not captured by current thermodynamic models. Whereas Hg forms strong complexes with DOM under oxic conditions, these complexes had not been expected to form in the presence of sulfide because of the stronger affinity of Hg for sulfide relative to its affinity for DOM. The observed interaction between Hg and DOM in the presence of sulfide likely involves the formation of a DOM-Hg-sulfide complex or results from the hydrophobic partitioning of neutral Hg-sulfide complexes into the higher-molecular-weight DOM. An understanding of the mechanism of this interaction and determination of complexation coefficients for the Hg-sulfide-DOM complex are needed to adequately assess how our new finding affects Hg bioavailability, sorption, and flux.				Miller, Carrie/B-8943-2012; Heyes, Andrew/E-5269-2012; Mason, Robert/A-6829-2011; Gilmour, Cynthia/G-1784-2010	Gilmour, Cynthia/0000-0002-1720-9498												0730-7268					APR	2007	26	4					624	633		10.1897/06-375R.1						WOS:000244938200007	17447546	
J	Yoshioka, T; Mostofa, KMG; Konohira, E; Tanoue, E; Hayakawa, K; Takahashi, M; Ueda, S; Katsuyama, M; Khodzher, T; Bashenkhaeva, N; Korovvakova, I; Sorokovikova, L; Dorbunova, L				Yoshioka, Takahito; Mostofa, Khan M. G.; Konohira, Eiichi; Tanoue, Eiichiro; Hayakawa, Kazuhide; Takahashi, Mikio; Ueda, Shingo; Katsuyama, Masanori; Khodzher, Tamara; Bashenkhaeva, Nadezhda; Korovvakova, Irina; Sorokovikova, Larisa; Dorbunova, Ludomira			Distribution and characteristics of molecular size fractions of freshwater dissolved organic matter in watershed environments: its implication to degradation	LIMNOLOGY												Distributions of molecular size and fluorescence properties of dissolved organic matter (DOM) in the Lake Biwa and Lake Baikal watersheds were investigated using the cross-flow ultrafiltration technique and three-dimensional fluorescence measurements. From the fluorescence properties, protein-like substances were usually found in the 0.1 mu m-GF/F fraction (the Durapore membrane retentate of the GF/F filtrate) of the lake DOM. The results indicated autochthonous production of protein-like organic matters in the take environment. Fulvic acid (FA)-like components were composed of two fractions with respect to fluorescence properties and molecular size. Two FA-like fluorescence peaks, which showed different fluorescence peak positions in the excitation-emission matrix (EEM), were partly fractionated by the molecular size of 5000 daltons (5 kDa). The FA-like fluorescence peak position of the <5-kDa fraction was observed at the shorter wavelength region compared with that of the fraction between 5 kDa and 0.1 mu m (5 kDa-0.1 mu m fraction). A blue shift of the FA-like fluorescence peak position as well as a decrease in the molecular size of the DOM was observed in lake samples. The relative contribution of the <5kDa fraction to the DOC concentration was high in lake waters (68%-79%) compared with river waters (44%-68%), suggesting characteristic changes in molecular size between riverine and lacustrine DOM. DOM of the 5 kDa-0.1 pm fraction was relatively higher in river waters than in lake waters. These findings coincided with in situ distributions of the fluorescence properties and molecular size of DOM found in both stream and lake environments. These results indicate that FA-like substances from forested watersheds are decomposed qualitatively and quantitatively in the river-lake environment by photochemical and biological processes.				Katsuyama, Masanori/D-1918-2009													1439-8621					APR	2007	8	1					29	44		10.1007/s10201-006-0194-9						WOS:000245751500003		
J	Wei, ZM; Xi, BD; Zhao, Y; Wang, SP; Liu, HL				Wei Zi-min; Xi Bei-dou; Zhao Yue; Wang Shi-ping; Liu Hong-liang			Study on fluorescence characteristics of dissolved organic matter during municipal solid wastes composting with inoculation microbes	SPECTROSCOPY AND SPECTRAL ANALYSIS												Dissolved organic matter (DOM) of municipal solid waste (MSW) consists of minerals, water, ash and humic substances, and is known to enhance plant growth. In the present study, inoculating microbes (ZJ, MS) were used in municipal solid wastes composting, and the composting process was assisted using industrial technology. During composting, DOM was extracted from compost and purified. The spectroscopic characteristics of the DOM were determined using UV, FTIR, and fluorescence spectroscopy. The result showed that at the final stage of composting, the UV, FTIR and fluorescence spectra were similar in shape among all treatments, but the characteristic peaks intensities were different compared with the control process (CK) with no inoculation microbes, and the DOM spectral characteristics of inoculation with microbes showed that the shoulder peak of UV spectra near 280 nm obviously weakened; The FTIR spectrum exhibited a reduction in polysaccharides, and a relative increase in aromatic components; the fluorescence spectra exhibited an increase in aromatic compounds, and the fluorescence spectra of DOM were similar to that of fulvic acid in sewage sludge. Indeed, the UV, FTIR and fluorescence spectra all led to the same conclusion, i.e. treatments by inoculation with microbes led to a greater degree of aromatization of DOM than in CK, in the following order: MS+ZJ>ZJ>MS>CK. At final stage of MSW composting, the DOM spectra of the mixed inoculation of MSW with MS and ZJ was more similar to fulvic acid in sludge. It was indicated that DOM from composting with inoculation MS and ZJ has more activity than that of other treatments.																	1000-0593					APR	2007	27	4					735	738								WOS:000246217100027		
J	Rosario-Ortiz, FL; Snyder, S; Suffet, IH				Rosario-Ortiz, Fernando L.; Snyder, Shane; Suffet, I. H.			Analysis of polarity fractionated dissolved organic matter using 3-D fluorescence excitation-emission matrix spectroscopy	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					MAR 25	2007	233					143-ENVR	444	444								WOS:000207722802394		
J	Hong, Y; Song, H; Karanfil, T				Hong, Ying; Song, Hocheol; Karanfil, Tanju			Formation of haloacetic acids from dissolved organic matter and its fractions during chloramination	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																Karanfil, Tanju/D-5323-2009	Karanfil, Tanju/0000-0003-0986-5628												0065-7727					MAR 25	2007	233					94-ENVR	471	471								WOS:000207722802421		
J	Wienhold, RJ; Thoemke, JD				Wienhold, Richard James; Thoemke, John D.			Variations in transition metal ion speciation due to differences in dissolved organic matter	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					MAR 25	2007	233					1158-CHED	869	869								WOS:000207722803861		
J	Freiderich, JW; Thoemke, JD				Freiderich, John William; Thoemke, John D.			Effect of molecular size on the sorption of hydrophobic compounds with dissolved organic matter	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					MAR 25	2007	233					1114-CHED	882	882								WOS:000207722803874		
J	Hunt, JF; Ohno, T				Hunt, James F.; Ohno, Tsutomu			Characterization of fresh and decomposed dissolved organic matter using excitation-emission matrix fluorescence spectroscopy and multiway analysis	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY												Fresh and decomposed dissolved organic matter (DOM) derived from 13 plant biomass and animal manure sources was characterized using multidimensional fluorescence spectroscopy with parallel factor analysis (PARAFAC), high-performance size-exclusion chromatography, and UV-vis spectroscopy. The PARAFAC analysis modeled seven fluorescence components: tryptophan-like, tyrosine-like, and five humic substance-like components. For most of the plant-derived DOM solutions, decomposition significantly affected the concentration of three humic substance-like-associated components, increasing two and decreasing one. The effect of decomposition upon DOM derived from animal manures was dependent on the manure source. For a majority of the DOM extracts, the ratio of fluorescence intensity to absorptivity at 254 nm increased following decomposition, indicating that fluorescing DOM compounds were generally more resistant to biodegradation than nonfluorescing UV-absorbing compounds. Molar absorptivity, humification index (HIX), and apparent molecular weight (MWAP) increased by 38.0, 38.8, and 370%, respectively, following decomposition. Spearman correlation analysis showed a strong positive relationship between the humic substance-like components and the DOM MWAP, absorptivity, and HIX. The results of this study support the use of multidimensional fluorescence spectroscopy with PARAFAC as a method to monitor the decomposition of carbon-rich soil amendments such as crop residues, green manures, and animal manures.																	0021-8561					MAR 21	2007	55	6					2121	2128		10.1021/jf063336m						WOS:000244867300011	17305362	
